"","Program","Year","Period","State","State.ANSI","Strawberries","items","discription","units","measurement","dname","type","Domain.Category","title","Pesticide","Number","Value","CV....","Pesticide_old","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"2670","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","CHEMICAL, FUNGICIDE","FLUDIOXONIL"," 71503","97","","FLUDIOXONIL",NA,NA,NA,NA,"slight"
"2671","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","CHEMICAL, FUNGICIDE",NA," 138009"," (D)","","FLUXAPYROXAD",NA,NA,NA,NA,NA
"2672","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","CHEMICAL, FUNGICIDE","IPRODIONE"," 109801"," (D)","","IPRODIONE","known","suspected",NA,NA,NA
"2673","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","CHEMICAL, FUNGICIDE",NA," 270000","62","","ISOFETAMID",NA,NA,NA,NA,NA
"2674","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","CHEMICAL, FUNGICIDE",NA," 14504"," (D)","","MANCOZEB",NA,NA,NA,NA,NA
"2675","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","CHEMICAL, FUNGICIDE",NA," 113502"," (D)","","MEFENOXAM",NA,NA,NA,NA,NA
"2676","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","CHEMICAL, FUNGICIDE","MYCLOBUTANIL"," 128857"," (D)","","MYCLOBUTANIL",NA,"suspected",NA,"present",NA
"2677","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","CHEMICAL, FUNGICIDE",NA," 90112"," (D)","","PENTHIOPYRAD",NA,NA,NA,NA,NA
"2678","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","CHEMICAL, FUNGICIDE",NA," 230000"," (D)","","POLYOXIN D ZINC SALT",NA,NA,NA,NA,NA
"2679","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","CHEMICAL, FUNGICIDE",NA," 73508"," (D)","","POTASSIUM BICARBON.",NA,NA,NA,NA,NA
"2680","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","CHEMICAL, FUNGICIDE","PROPICONAZOLE"," 122101"," (D)","","PROPICONAZOLE","possible","suspected",NA,"present","slight"
"2681","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","CHEMICAL, FUNGICIDE","PYRACLOSTROBIN"," 99100"," (D)","","PYRACLOSTROBIN",NA,NA,NA,NA,"slight"
"2682","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","CHEMICAL, FUNGICIDE","PYRIMETHANIL"," 288201"," (D)","","PYRIMETHANIL","possible","suspected",NA,NA,"slight"
"2683","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","CHEMICAL, FUNGICIDE",NA," 55459"," (D)","","QUINOLINE",NA,NA,NA,NA,NA
"2684","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","CHEMICAL, FUNGICIDE",NA," 6327"," (D)","","STREPTOMYCES LYDICUS",NA,NA,NA,NA,NA
"2685","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","CHEMICAL, FUNGICIDE",NA," 77501"," (D)","","SULFUR",NA,NA,NA,NA,NA
"2686","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","CHEMICAL, FUNGICIDE",NA," 120603"," (D)","","TETRACONAZOLE",NA,NA,NA,NA,NA
"2687","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","CHEMICAL, FUNGICIDE",NA," 102001","98","","THIOPHANATE-METHYL",NA,NA,NA,NA,NA
"2688","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","CHEMICAL, FUNGICIDE",NA," 79801"," (D)","","THIRAM",NA,NA,NA,NA,NA
"2689","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","CHEMICAL, FUNGICIDE",NA,NA,"100","","TOTAL",NA,NA,NA,NA,NA
"2690","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","CHEMICAL, FUNGICIDE","TRIFLUMIZOLE"," 128879"," (D)","","TRIFLUMIZOLE",NA,NA,NA,NA,"slight"
"2691","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","CHEMICAL, HERBICIDE",NA," 129034"," (D)","","FLUMIOXAZIN",NA,NA,NA,NA,NA
"2692","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","CHEMICAL, HERBICIDE",NA," 103601"," (D)","","GLYPHOSATE ISO. SALT",NA,NA,NA,NA,NA
"2693","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","CHEMICAL, HERBICIDE",NA," 128721"," (D)","","HALOSULFURON-METHYL",NA,NA,NA,NA,NA
"2694","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","CHEMICAL, HERBICIDE",NA," 61601"," (D)","","PARAQUAT",NA,NA,NA,NA,NA
"2695","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","CHEMICAL, HERBICIDE",NA,NA," (D)","","TOTAL",NA,NA,NA,NA,NA
"2696","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","CHEMICAL, INSECTICIDE",NA," 122804"," (D)","","ABAMECTIN",NA,NA,NA,NA,NA
"2697","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","CHEMICAL, INSECTICIDE",NA," 6329"," (D)","","ACEQUINOCYL",NA,NA,NA,NA,NA
"2698","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","CHEMICAL, INSECTICIDE","ACETAMIPRID"," 99050"," (D)","","ACETAMIPRID",NA,NA,NA,NA,"moderate"
"2699","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","CHEMICAL, INSECTICIDE","BIFENAZATE"," 586","96","","BIFENAZATE",NA,NA,NA,NA,"moderate"
"2700","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","CHEMICAL, INSECTICIDE","BIFENTHRIN"," 128825","44","","BIFENTHRIN","possible","suspected",NA,"present","high"
"2701","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","CHEMICAL, INSECTICIDE",NA," 6523"," (D)","","BT KURSTAK ABTS-1857",NA,NA,NA,NA,NA
"2702","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","CHEMICAL, INSECTICIDE",NA," 6522"," (D)","","BT KURSTAKI ABTS-351",NA,NA,NA,NA,NA
"2703","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","CHEMICAL, INSECTICIDE",NA," 6534"," (D)","","BURKHOLDERIA A396 CELLS & MEDIA",NA,NA,NA,NA,NA
"2704","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","CHEMICAL, INSECTICIDE",NA," 90100","94","","CHLORANTRANILIPROLE",NA,NA,NA,NA,NA
"2705","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","CHEMICAL, INSECTICIDE",NA," 16329"," (D)","","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",NA,NA,NA,NA,NA
"2706","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","CHEMICAL, INSECTICIDE",NA," 138831"," (D)","","CYFLUMETOFEN",NA,NA,NA,NA,NA
"2707","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","CHEMICAL, INSECTICIDE",NA," 79401"," (D)","","ENDOSULFAN",NA,NA,NA,NA,NA
"2708","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","CHEMICAL, INSECTICIDE",NA," 107091"," (D)","","ETOXAZOLE",NA,NA,NA,NA,NA
"2709","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","CHEMICAL, INSECTICIDE",NA," 129131"," (D)","","FENPYROXIMATE",NA,NA,NA,NA,NA
"2710","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","CHEMICAL, INSECTICIDE",NA," 128016"," (D)","","FLONICAMID",NA,NA,NA,NA,NA
"2711","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)","CHEMICAL, INSECTICIDE",NA," 27602"," (D)","","FLUBENDIAMIDE",NA,NA,NA,NA,NA
"2712","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","CHEMICAL, INSECTICIDE","HEXYTHIAZOX"," 128849"," (D)","","HEXYTHIAZOX","probable",NA,NA,NA,NA
"2713","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","CHEMICAL, INSECTICIDE","MALATHION"," 57701"," (D)","","MALATHION","possible","suspected","present",NA,"high"
"2714","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)","CHEMICAL, INSECTICIDE",NA," 4901"," (D)","","MUSTARD OIL",NA,NA,NA,NA,NA
"2715","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","CHEMICAL, INSECTICIDE",NA," 34401"," (D)","","NALED",NA,NA,NA,NA,NA
"2716","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","CHEMICAL, INSECTICIDE",NA," 25007"," (D)","","NEEM OIL, CLAR. HYD.",NA,NA,NA,NA,NA
"2717","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","CHEMICAL, INSECTICIDE",NA," 124002","96","","NOVALURON",NA,NA,NA,NA,NA
"2718","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","CHEMICAL, INSECTICIDE","PIPERONYL.BUTOXIDE"," 67501"," (D)","","PIPERONYL BUTOXIDE",NA,NA,NA,NA,NA
"2719","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","CHEMICAL, INSECTICIDE",NA," 69001"," (D)","","PYRETHRINS",NA,NA,NA,NA,NA
"2720","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","CHEMICAL, INSECTICIDE",NA," 110007"," (D)","","SPINETORAM",NA,NA,NA,NA,NA
"2721","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","CHEMICAL, INSECTICIDE","SPIROMESIFEN"," 24875"," (D)","","SPIROMESIFEN",NA,NA,NA,NA,NA
"2722","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","CHEMICAL, INSECTICIDE",NA," 5210"," (D)","","SULFOXAFLOR",NA,NA,NA,NA,NA
"2723","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","CHEMICAL, INSECTICIDE","THIAMETHOXAM"," 60109"," (D)","","THIAMETHOXAM",NA,NA,NA,NA,"high"
"2724","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","CHEMICAL, INSECTICIDE",NA,NA,"99","","TOTAL",NA,NA,NA,NA,NA
"2725","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","CHEMICAL, OTHER",NA," 61402"," (D)","","ACIBENZOLAR-S-METHYL",NA,NA,NA,NA,NA
"2726","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (CAPSAICIN = 70701)","CHEMICAL, OTHER",NA," 70701"," (D)","","CAPSAICIN",NA,NA,NA,NA,NA
"2727","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","CHEMICAL, OTHER",NA," 81501"," (D)","","CHLOROPICRIN",NA,NA,NA,NA,NA
"2728","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","CHEMICAL, OTHER",NA," 29001"," (D)","","DICHLOROPROPENE",NA,NA,NA,NA,NA
"2729","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)","CHEMICAL, OTHER",NA," 6506"," (D)","","HARPIN A B PROTEIN",NA,NA,NA,NA,NA
"2730","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","CHEMICAL, OTHER",NA," 63502"," (D)","","MINERAL OIL",NA,NA,NA,NA,NA
"2731","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","CHEMICAL, OTHER",NA," 55809"," (D)","","REYNOUTRIA SACHALINE",NA,NA,NA,NA,NA
"2732","SURVEY",2016,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER","CHEMICAL, OTHER: (TOTAL)","CHEMICAL, OTHER",NA,NA," (D)","","TOTAL",NA,NA,NA,NA,NA
"2733","SURVEY",2016,"YEAR","NEW YORK",36,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"40","",NA,NA,NA,NA,NA,NA
"2734","SURVEY",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"120","",NA,NA,NA,NA,NA,NA
"2735","SURVEY",2016,"YEAR","OREGON",41,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"97","",NA,NA,NA,NA,NA,NA
"2736","SURVEY",2016,"YEAR","OREGON",41,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","CHEMICAL, FUNGICIDE","BOSCALID"," 128008"," (D)","","BOSCALID","possible",NA,NA,NA,NA
"2737","SURVEY",2016,"YEAR","OREGON",41,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","CHEMICAL, FUNGICIDE","CAPTAN"," 81301"," (D)","","CAPTAN","known",NA,NA,NA,NA
"2738","SURVEY",2016,"YEAR","OREGON",41,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","CHEMICAL, FUNGICIDE","CYPRODINIL"," 288202"," (D)","","CYPRODINIL",NA,NA,NA,NA,NA
